# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 03:51:20 2026
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
#
kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2
K03982.01,,FALSE POSITIVE,FALSE POSITIVE,1.2760,6.8200,-0.0760,40.60,0.000e+00,0.000e+00
K03983.01,,FALSE POSITIVE,FALSE POSITIVE,1.1590,0.2230,-0.0770,19.28,5.320e+00,-2.870e+00
K07829.01,,FALSE POSITIVE,FALSE POSITIVE,0.3310,0.1490,-0.3310,0.53,7.000e-02,-2.000e-02
K03984.01,Kepler-1537 b,CONFIRMED,CANDIDATE,0.1620,0.2950,-0.1620,2.03,6.700e-01,-8.200e-01
K03985.01,,FALSE POSITIVE,FALSE POSITIVE,0.7120,0.6440,-0.6410,1.70,5.300e-01,-2.200e-01
K03986.01,,FALSE POSITIVE,FALSE POSITIVE,1.2290,74.0100,-1.1290,31.99,9.560e+00,-4.090e+00
K03987.01,,FALSE POSITIVE,FALSE POSITIVE,0.7410,0.0660,-0.4020,2.07,4.200e-01,-6.400e-01
K01703.01,,FALSE POSITIVE,FALSE POSITIVE,1.0590,0.3950,-0.0480,9.32,2.690e+00,-1.450e+00
K07840.01,,FALSE POSITIVE,FALSE POSITIVE,0.5080,,,48.23,1.013e+01,-1.013e+01
K01709.01,,FALSE POSITIVE,FALSE POSITIVE,1.0320,67.6900,-0.0500,20.05,6.040e+00,-1.409e+01
K01712.01,,FALSE POSITIVE,FALSE POSITIVE,0.0310,0.3930,-0.0310,2.72,7.100e-01,-3.200e-01
K01714.01,,FALSE POSITIVE,FALSE POSITIVE,1.1380,10.1200,-0.1910,38.11,5.700e+00,-5.170e+00
K01719.01,,FALSE POSITIVE,FALSE POSITIVE,0.7830,0.4170,-0.2840,2.16,3.900e-01,-4.400e-01
K01963.01,,CANDIDATE,CANDIDATE,0.9730,0.2780,-0.3660,2.55,8.000e-01,-2.700e-01
K07853.01,,FALSE POSITIVE,FALSE POSITIVE,0.4750,0.0150,-0.4540,2.20,7.400e-01,-2.400e-01
K01887.01,,FALSE POSITIVE,FALSE POSITIVE,1.1920,70.9500,-0.3260,71.95,2.008e+01,-4.685e+01
K01804.01,Kepler-957 b,CONFIRMED,CANDIDATE,0.1770,0.3670,-0.1770,5.10,4.500e-01,-5.100e-01
K01774.01,,FALSE POSITIVE,FALSE POSITIVE,0.7630,0.0070,-0.5420,10.92,3.100e+00,-1.660e+00
K02015.01,,FALSE POSITIVE,FALSE POSITIVE,0.9660,7.7680,-0.0110,1.84,1.100e-01,-9.000e-02
K01771.01,,FALSE POSITIVE,FALSE POSITIVE,1.1120,0.1280,-0.1010,53.10,1.727e+01,-5.730e+00
K07818.01,,CANDIDATE,CANDIDATE,0.2320,0.2210,-0.2320,1.53,2.800e-01,-5.300e-01
K02793.01,Kepler-1350 b,CONFIRMED,CANDIDATE,0.0180,0.4320,-0.0180,1.93,1.900e-01,-2.300e-01
K02796.01,,CANDIDATE,CANDIDATE,0.1700,0.2960,-0.1700,0.96,1.400e-01,-6.000e-02
K02806.01,Kepler-1353 b,CONFIRMED,CANDIDATE,0.7090,0.0230,-0.5160,2.10,1.400e-01,-2.000e-01
K02814.01,,FALSE POSITIVE,FALSE POSITIVE,0.4120,0.0540,-0.4120,1.03,3.200e-01,-1.100e-01
K02818.01,,FALSE POSITIVE,FALSE POSITIVE,0.9790,0.0230,-0.0120,3.37,1.010e+00,-6.700e-01
K02843.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K03988.01,,FALSE POSITIVE,FALSE POSITIVE,0.9800,0.1160,-0.7610,1.55,4.900e-01,-2.800e-01
K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,0.1150,0.3540,-0.1150,1.60,5.300e-01,-2.100e-01
K03989.01,,FALSE POSITIVE,FALSE POSITIVE,0.3830,0.0790,-0.3830,1.40,5.100e-01,-6.100e-01
K03990.01,,FALSE POSITIVE,FALSE POSITIVE,1.1780,1.0030,-0.0560,14.28,1.880e+00,-1.010e+00
K03991.01,,CANDIDATE,CANDIDATE,0.0310,0.4380,-0.0310,1.37,1.400e-01,-1.500e-01
K07841.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,0.2130,-0.2280,2.07,5.400e-01,-2.000e-01
K01635.01,,FALSE POSITIVE,FALSE POSITIVE,1.0400,0.0400,-0.0380,49.25,1.379e+01,-4.600e+00
K01636.01,,FALSE POSITIVE,FALSE POSITIVE,0.3690,0.1060,-0.3690,1.12,2.900e-01,-1.000e-01
K01638.01,,FALSE POSITIVE,FALSE POSITIVE,1.0220,5.9360,-0.0560,8.85,2.740e+00,-9.100e-01
K01639.01,,FALSE POSITIVE,FALSE POSITIVE,0.5215,0.4586,-0.3078,1.20,6.900e-01,-1.400e-01
K01640.01,,FALSE POSITIVE,FALSE POSITIVE,0.1755,0.2781,-0.1754,2.17,7.700e-01,-2.100e-01
K01642.01,,FALSE POSITIVE,FALSE POSITIVE,0.2670,0.2080,-0.2660,0.68,6.000e-02,-6.000e-02
K01947.01,,CANDIDATE,CANDIDATE,0.1980,0.2310,-0.1980,1.66,5.600e-01,-1.900e-01
K01983.01,,FALSE POSITIVE,FALSE POSITIVE,0.9620,0.0390,-0.7100,4.54,1.500e+00,-9.900e-01
K02041.01,,FALSE POSITIVE,FALSE POSITIVE,0.9860,0.0100,-0.6860,2.63,6.100e-01,-1.200e+00
K02139.01,,FALSE POSITIVE,FALSE POSITIVE,0.6360,0.3030,-0.4060,2.17,1.700e-01,-2.100e-01
K02141.01,,CANDIDATE,CANDIDATE,1.1440,6.7860,-0.0790,18.33,5.570e+00,-2.240e+00
K07819.01,,FALSE POSITIVE,FALSE POSITIVE,0.1110,0.3410,-0.1110,1.93,4.100e-01,-6.000e-01
K02591.01,,FALSE POSITIVE,FALSE POSITIVE,0.4700,0.0400,-0.4400,0.85,1.800e-01,-7.000e-02
K02599.01,,FALSE POSITIVE,FALSE POSITIVE,1.2180,0.1390,-0.0670,19.02,1.970e+00,-1.790e+00
K02612.01,Kepler-1994 b,CONFIRMED,CANDIDATE,0.0120,0.4400,-0.0120,0.51,6.000e-02,-5.000e-02
K02614.01,Kepler-1289 b,CONFIRMED,CANDIDATE,0.1070,0.3530,-0.1070,1.97,3.100e-01,-4.600e-01
K02630.01,,FALSE POSITIVE,FALSE POSITIVE,0.4759,0.0041,-0.4473,0.61,2.500e-01,-5.000e-02
K07830.01,,FALSE POSITIVE,FALSE POSITIVE,0.2130,2.0690,-0.2130,0.63,1.000e-01,-9.000e-02
K03992.01,,FALSE POSITIVE,FALSE POSITIVE,1.1580,0.2350,-0.1730,15.83,3.720e+00,-1.350e+00
K03993.01,,FALSE POSITIVE,FALSE POSITIVE,1.2610,0.3260,-0.1040,35.30,0.000e+00,0.000e+00
K03994.01,,FALSE POSITIVE,FALSE POSITIVE,0.2950,0.1850,-0.2950,1.30,4.300e-01,-2.200e-01
K03995.01,,FALSE POSITIVE,FALSE POSITIVE,1.3060,1.9870,-0.0110,79.67,4.144e+01,-5.065e+01
K03996.01,,FALSE POSITIVE,FALSE POSITIVE,1.1430,0.2090,-0.0940,14.43,3.080e+00,-1.220e+00
K01645.01,,FALSE POSITIVE,FALSE POSITIVE,1.0930,0.3050,-0.1200,17.82,1.930e+00,-2.150e+00
K01652.01,,FALSE POSITIVE,FALSE POSITIVE,1.2650,0.0940,-0.0700,237.84,2.583e+01,-9.682e+01
K01653.01,,FALSE POSITIVE,FALSE POSITIVE,1.2050,5.6470,-0.1260,55.95,3.330e+01,-4.072e+01
K01735.01,,FALSE POSITIVE,FALSE POSITIVE,0.6270,0.0930,-0.4520,2.78,4.800e-01,-8.900e-01
K01729.01,,FALSE POSITIVE,FALSE POSITIVE,0.2720,0.1100,-0.1550,16.00,2.560e+00,-2.110e+00
K01730.01,,FALSE POSITIVE,FALSE POSITIVE,0.2230,0.0690,-0.0160,18.90,1.990e+00,-1.820e+00
K02142.01,,FALSE POSITIVE,FALSE POSITIVE,0.2970,0.1790,-0.2970,1.46,4.900e-01,-1.600e-01
K02157.01,,FALSE POSITIVE,FALSE POSITIVE,1.1870,0.9200,-0.1900,21.43,6.790e+00,-2.120e+00
K02161.01,,FALSE POSITIVE,FALSE POSITIVE,0.6560,0.5820,-0.6560,3.63,5.100e-01,-1.100e+00
K02165.01,,FALSE POSITIVE,FALSE POSITIVE,0.6870,0.2550,-0.4570,1.02,2.700e-01,-1.100e-01
K02170.01,,FALSE POSITIVE,FALSE POSITIVE,0.9300,0.0030,-0.6570,2.29,3.500e-01,-2.900e-01
K02176.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K07821.01,,FALSE POSITIVE,FALSE POSITIVE,0.7390,0.2260,-0.5080,0.59,1.700e-01,-7.000e-02
K02772.01,,FALSE POSITIVE,FALSE POSITIVE,0.2660,0.1920,-0.2660,0.88,2.000e-01,-1.400e-01
K02782.01,,FALSE POSITIVE,FALSE POSITIVE,1.2770,6.8980,-0.3540,35.36,1.102e+01,-3.430e+00
K02783.01,,FALSE POSITIVE,FALSE POSITIVE,0.2920,0.1540,-0.2920,0.58,3.000e-02,-5.000e-02
K02784.01,,FALSE POSITIVE,FALSE POSITIVE,0.3860,0.0730,-0.3860,1.82,3.100e-01,-6.700e-01
K02788.01,,FALSE POSITIVE,FALSE POSITIVE,0.2040,0.2480,-0.2040,0.95,2.400e-01,-9.000e-02
K03997.01,,FALSE POSITIVE,FALSE POSITIVE,1.0450,0.9410,-0.0780,18.09,6.810e+00,-1.265e+01
K03998.01,,FALSE POSITIVE,FALSE POSITIVE,0.2790,0.0040,-0.0040,149.44,4.401e+01,-4.002e+01
K02167.03,Kepler-1129 c,CONFIRMED,CANDIDATE,0.3270,0.1330,-0.3270,3.73,6.300e-01,-8.300e-01
K03999.01,,FALSE POSITIVE,FALSE POSITIVE,1.1210,9.1790,-0.0550,25.43,3.900e+00,-5.840e+00
K04000.01,,FALSE POSITIVE,FALSE POSITIVE,1.1010,0.2220,-0.1120,40.82,4.000e+00,-1.598e+01
K07842.01,,CANDIDATE,CANDIDATE,0.4600,0.4990,-0.2560,0.70,2.200e-01,-1.200e-01
K01734.01,,FALSE POSITIVE,FALSE POSITIVE,0.9590,0.0130,-0.6850,2.51,2.400e-01,-2.200e-01
K01987.01,,FALSE POSITIVE,FALSE POSITIVE,1.2710,14.3300,-0.1720,23.56,3.220e+00,-1.890e+00
K01949.01,,FALSE POSITIVE,FALSE POSITIVE,0.8300,0.0600,-0.0100,17.90,6.080e+00,-4.060e+00
K01759.01,,FALSE POSITIVE,FALSE POSITIVE,0.9860,0.1790,-0.0140,44.90,1.405e+01,-7.010e+00
K01994.01,,FALSE POSITIVE,FALSE POSITIVE,1.2150,0.7160,-0.1270,25.84,8.320e+00,-2.760e+00
K07812.01,,FALSE POSITIVE,FALSE POSITIVE,0.2560,0.2040,-0.2560,0.69,2.000e-01,-2.000e-01
K02178.01,,FALSE POSITIVE,FALSE POSITIVE,0.6430,0.3420,-0.4370,3.74,5.800e-01,-1.370e+00
K02184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,0.4170,-0.0040,1.27,4.000e-02,-7.000e-02
K02187.01,,FALSE POSITIVE,FALSE POSITIVE,0.4740,0.4820,-0.2770,1.49,5.400e-01,-1.300e-01
K02188.01,,FALSE POSITIVE,FALSE POSITIVE,1.1410,2.8900,-0.1210,15.78,4.900e+00,-1.640e+00
K02190.01,,FALSE POSITIVE,FALSE POSITIVE,0.9550,0.0040,-0.0050,2.14,2.300e-01,-1.600e-01
K07822.01,,FALSE POSITIVE,FALSE POSITIVE,0.6860,0.2740,-0.4480,0.66,2.000e-01,-7.000e-02
K02847.01,,FALSE POSITIVE,FALSE POSITIVE,0.0770,0.3820,-0.0770,1.37,9.000e-02,-1.400e-01
K02858.01,,FALSE POSITIVE,FALSE POSITIVE,0.3770,0.0800,-0.3770,1.43,1.000e-01,-1.400e-01
K02860.01,Kepler-1883 b,CONFIRMED,CANDIDATE,0.0130,0.4210,-0.0130,3.16,9.700e-01,-3.900e-01
K02874.01,,CANDIDATE,CANDIDATE,0.2600,0.2110,-0.2600,1.00,1.900e-01,-9.000e-02
K02875.01,,FALSE POSITIVE,FALSE POSITIVE,0.9640,0.0370,-0.7000,2.03,2.400e-01,-1.900e-01
K02879.01,,CANDIDATE,CANDIDATE,0.9580,0.0010,-0.6780,2.09,4.800e-01,-1.110e+00
K07831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0420,0.4260,-0.0420,0.42,8.000e-02,-3.000e-02
K04001.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4400,0.0000,0.99,9.000e-02,-9.000e-02
K04002.01,Kepler-1932 b,CONFIRMED,CANDIDATE,0.3180,0.1330,-0.3180,1.27,1.200e-01,-5.000e-02
K04003.01,,FALSE POSITIVE,FALSE POSITIVE,0.6990,0.2500,-0.4600,0.86,1.200e-01,-5.000e-02
K04004.01,Kepler-1933 b,CONFIRMED,CANDIDATE,0.9280,0.0200,-0.6280,1.41,1.900e-01,-1.300e-01
K04005.01,Kepler-439 b,CONFIRMED,CANDIDATE,0.0420,0.4120,-0.0420,2.25,2.200e-01,-1.600e-01
K07843.01,,CANDIDATE,CANDIDATE,0.3870,0.0780,-0.3870,0.79,1.700e-01,-7.000e-02
K01772.01,,CANDIDATE,CANDIDATE,0.7800,0.0250,-0.0170,15.08,8.600e-01,-1.170e+00
K01766.01,,FALSE POSITIVE,FALSE POSITIVE,1.5100,0.0950,-0.2400,68.81,8.710e+00,-7.890e+00
K01903.01,,FALSE POSITIVE,FALSE POSITIVE,0.0620,0.3740,-0.0620,0.94,6.000e-02,-4.000e-02
K01912.01,,FALSE POSITIVE,FALSE POSITIVE,1.2320,75.3800,-3.6370,28.34,0.000e+00,0.000e+00
K01811.01,,FALSE POSITIVE,FALSE POSITIVE,1.2220,48.4700,-0.6840,21.49,4.790e+00,-1.910e+00
K01791.01,,FALSE POSITIVE,FALSE POSITIVE,1.2810,63.8000,-0.1960,24.11,1.290e+00,-1.640e+00
K02192.01,,FALSE POSITIVE,FALSE POSITIVE,0.2720,0.7080,-0.2720,1.50,2.000e-01,-1.000e-01
K02196.01,,FALSE POSITIVE,FALSE POSITIVE,1.0920,5.6240,-0.0750,12.60,2.500e+00,-2.060e+00
K02197.01,,FALSE POSITIVE,FALSE POSITIVE,1.1740,2.2130,-0.1190,23.38,6.420e+00,-2.760e+00
K02198.01,Kepler-1137 b,CONFIRMED,CANDIDATE,0.9360,0.0140,-0.6820,3.01,6.500e-01,-7.300e-01
K02199.01,Kepler-1806 b,CONFIRMED,CANDIDATE,0.4550,0.0170,-0.4550,1.96,3.300e-01,-1.600e-01
K03932.01,,FALSE POSITIVE,FALSE POSITIVE,1.2810,78.0200,-6.5120,28.27,3.960e+00,-3.240e+00
K03933.01,Kepler-1699 b,CONFIRMED,CANDIDATE,0.1160,0.3270,-0.1160,1.32,2.300e-01,-1.000e-01
K03934.01,,FALSE POSITIVE,FALSE POSITIVE,1.2900,40.0800,-0.1310,79.14,2.416e+01,-2.416e+01
K03935.01,Kepler-1532 b,CONFIRMED,CANDIDATE,0.1740,0.2830,-0.1740,1.29,3.800e-01,-1.200e-01
K03936.01,,CANDIDATE,CANDIDATE,0.3990,0.0650,-0.3990,2.98,2.900e-01,-2.600e-01
K07832.01,,CANDIDATE,CANDIDATE,0.3640,0.2030,-0.3640,0.68,2.100e-01,-7.000e-02
K04006.01,,FALSE POSITIVE,FALSE POSITIVE,0.6560,0.2900,-0.4330,1.47,2.900e-01,-4.800e-01
K04007.01,,CANDIDATE,CANDIDATE,1.2120,6.8820,-0.3130,25.01,7.770e+00,-2.780e+00
K04008.01,,FALSE POSITIVE,FALSE POSITIVE,1.2400,8.0870,-0.2680,27.74,7.400e+00,-4.950e+00
K02172.02,Kepler-1801 c,CONFIRMED,CANDIDATE,0.5860,0.0060,-0.4920,2.91,8.300e-01,-4.200e-01
K04009.01,Kepler-1538 b,CONFIRMED,CANDIDATE,0.0700,0.3860,-0.0700,3.06,4.500e-01,-5.900e-01
K07844.01,,FALSE POSITIVE,FALSE POSITIVE,1.2730,9.8410,-0.0800,92.86,1.258e+01,-3.777e+01
K01768.01,,FALSE POSITIVE,FALSE POSITIVE,0.9780,0.2670,-0.0760,27.32,7.850e+00,-2.460e+00
K01757.01,,FALSE POSITIVE,FALSE POSITIVE,0.2960,0.0330,-0.0250,21.49,6.780e+00,-2.720e+00
K01775.01,,FALSE POSITIVE,FALSE POSITIVE,0.9660,0.0060,-0.0030,3.98,7.000e-01,-4.300e-01
K01936.01,,FALSE POSITIVE,FALSE POSITIVE,0.6020,0.0250,-0.4800,1.27,1.100e-01,-2.800e-01
K01777.01,,FALSE POSITIVE,FALSE POSITIVE,1.2800,0.1860,-0.1800,28.98,5.520e+00,-1.980e+00
K02203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0670,0.4050,-0.0670,1.17,3.900e-01,-1.300e-01
K02207.01,,FALSE POSITIVE,FALSE POSITIVE,0.9380,0.0280,-0.5760,2.44,7.400e-01,-3.100e-01
K02211.01,,FALSE POSITIVE,FALSE POSITIVE,0.3320,0.1490,-0.3320,1.93,6.300e-01,-2.100e-01
K02050.01,,FALSE POSITIVE,FALSE POSITIVE,0.0460,0.3790,-0.0460,1.60,8.000e-02,-1.200e-01
K02231.01,,FALSE POSITIVE,FALSE POSITIVE,1.1690,5.8770,-0.0930,36.93,2.296e+01,-2.297e+01
K07823.01,,FALSE POSITIVE,FALSE POSITIVE,0.4270,0.0950,-0.4270,0.54,4.000e-02,-6.000e-02
K03936.02,Kepler-1930 b,CONFIRMED,CANDIDATE,0.9300,0.0320,-0.6640,2.08,2.000e-01,-1.800e-01
K03937.01,,FALSE POSITIVE,FALSE POSITIVE,1.2240,63.0800,-0.9200,21.42,3.410e+00,-2.780e+00
K03938.01,,FALSE POSITIVE,FALSE POSITIVE,0.8200,0.0220,-0.5650,104.18,5.000e+00,-2.250e+01
K03939.01,,FALSE POSITIVE,FALSE POSITIVE,1.2690,38.1500,-0.0050,43.81,1.301e+01,-9.750e+00
K03940.01,,FALSE POSITIVE,FALSE POSITIVE,1.0680,59.8000,-0.0840,73.15,1.320e+01,-2.200e+00
K07833.01,,CANDIDATE,CANDIDATE,0.2490,0.2190,-0.2490,2.22,6.500e-01,-2.200e-01
K04010.01,,FALSE POSITIVE,FALSE POSITIVE,0.7760,0.1820,-0.5310,2.43,4.900e-01,-1.140e+00
K04011.01,,FALSE POSITIVE,FALSE POSITIVE,0.5940,0.2180,-0.5940,1.68,3.400e-01,-5.700e-01
K04012.01,,FALSE POSITIVE,FALSE POSITIVE,0.7967,0.0299,-0.5571,5.68,3.350e+00,-6.000e-01
K04013.01,,FALSE POSITIVE,FALSE POSITIVE,0.4730,0.0160,-0.4530,2.82,9.800e-01,-8.000e-01
K04014.01,Kepler-1700 b,CONFIRMED,CANDIDATE,0.9440,0.0220,-0.6550,3.41,5.700e-01,-5.700e-01
K07845.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,0.3850,-0.0870,1.72,3.000e-01,-2.100e-01
K01755.01,,FALSE POSITIVE,FALSE POSITIVE,0.9370,0.0180,-0.6560,4.79,1.430e+00,-6.100e-01
K01991.01,,FALSE POSITIVE,FALSE POSITIVE,1.2730,69.3100,-3.7450,39.49,1.252e+01,-4.170e+00
K01836.01,,FALSE POSITIVE,FALSE POSITIVE,0.9450,0.0040,-0.6740,1.98,1.800e-01,-2.000e-01
K01778.01,,FALSE POSITIVE,FALSE POSITIVE,0.8660,0.0050,-0.0040,11.12,3.330e+00,-1.320e+00
K01780.01,,FALSE POSITIVE,FALSE POSITIVE,1.1990,7.1210,-0.0830,21.23,1.180e+00,-1.840e+00
K07813.01,,FALSE POSITIVE,FALSE POSITIVE,0.5940,0.3800,-0.3710,0.92,2.900e-01,-1.000e-01
K02234.01,,FALSE POSITIVE,FALSE POSITIVE,1.1770,1.7270,-0.1200,21.19,7.200e+00,-2.410e+00
K02235.01,,FALSE POSITIVE,FALSE POSITIVE,0.9940,0.1100,-0.0150,1.88,2.100e-01,-1.600e-01
K02239.01,,FALSE POSITIVE,FALSE POSITIVE,0.9810,0.0310,-0.6950,1.09,1.300e-01,-1.200e-01
K02240.01,,FALSE POSITIVE,FALSE POSITIVE,0.0578,0.4067,-0.0576,0.76,1.200e-01,-5.000e-02
K02244.01,,FALSE POSITIVE,FALSE POSITIVE,1.4170,75.7100,-3.4770,49.24,1.645e+01,-5.460e+00
K07824.01,,FALSE POSITIVE,FALSE POSITIVE,0.2320,0.2510,-0.2320,0.56,1.800e-01,-6.000e-02
K02135.02,,CANDIDATE,CANDIDATE,0.5410,0.4080,-0.3360,1.39,2.500e-01,-2.000e-01
K03941.01,,FALSE POSITIVE,FALSE POSITIVE,1.1900,0.4610,-0.0920,24.17,7.940e+00,-2.640e+00
K03942.01,,FALSE POSITIVE,FALSE POSITIVE,1.1730,2.4300,-0.0920,14.96,1.480e+00,-1.620e+00
K03943.01,Kepler-1931 b,CONFIRMED,CANDIDATE,0.0150,0.3040,-0.0150,2.05,3.600e-01,-2.200e-01
K03944.01,,FALSE POSITIVE,FALSE POSITIVE,1.2200,6.5940,-0.0480,77.83,2.026e+01,-4.728e+01
K07834.01,,CANDIDATE,CANDIDATE,0.6870,0.2900,-0.4590,1.00,3.000e-01,-1.000e-01
K04015.01,Kepler-1539 b,CONFIRMED,CANDIDATE,0.0630,0.3790,-0.0630,2.67,1.200e-01,-2.400e-01
K04016.01,Kepler-1540 b,CONFIRMED,CANDIDATE,0.8220,0.0570,-0.5530,3.14,8.000e-02,-1.700e-01
K04017.01,,FALSE POSITIVE,FALSE POSITIVE,1.1550,0.9800,-0.1200,29.53,8.460e+00,-1.375e+01
K04018.01,,FALSE POSITIVE,FALSE POSITIVE,0.9470,0.0040,-0.6650,1.87,5.500e-01,-3.700e-01
K00266.01,Kepler-508 b,CONFIRMED,CANDIDATE,0.7990,0.0050,-0.5880,1.77,2.900e-01,-2.800e-01
K00065.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00383.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00860.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01789.01,,FALSE POSITIVE,FALSE POSITIVE,1.1660,0.1030,-0.1580,36.77,8.780e+00,-7.970e+00
K01956.01,,FALSE POSITIVE,FALSE POSITIVE,1.0400,1.0020,-0.0450,6.42,1.730e+00,-6.900e-01
K01834.01,,FALSE POSITIVE,FALSE POSITIVE,0.6150,0.3930,-0.4000,1.95,5.700e-01,-1.900e-01
K01995.01,,FALSE POSITIVE,FALSE POSITIVE,1.2620,69.5900,-0.0730,29.24,7.140e+00,-3.850e+00
K01855.01,,FALSE POSITIVE,FALSE POSITIVE,0.9480,0.1220,-0.0530,3.45,2.600e-01,-3.400e-01
K07814.01,,FALSE POSITIVE,FALSE POSITIVE,0.6060,,,0.43,1.100e-01,-6.000e-02
K02249.01,,FALSE POSITIVE,FALSE POSITIVE,0.9740,0.0090,-0.0180,6.65,1.070e+00,-2.490e+00
K02251.01,,FALSE POSITIVE,FALSE POSITIVE,0.9430,0.0150,-0.6540,3.55,1.090e+00,-3.600e-01
K02254.01,,FALSE POSITIVE,FALSE POSITIVE,1.2980,70.5500,-4.5610,28.96,7.850e+00,-2.450e+00
K02258.01,,FALSE POSITIVE,FALSE POSITIVE,0.7570,0.1920,-0.5500,1.70,5.100e-01,-2.000e-01
K02054.01,,FALSE POSITIVE,FALSE POSITIVE,0.9650,0.8590,-0.0350,4.56,1.210e+00,-5.200e-01
K03945.01,,FALSE POSITIVE,FALSE POSITIVE,1.1480,2.8410,-0.0240,52.16,2.802e+01,-3.851e+01
K03946.01,Kepler-1533 b,CONFIRMED,CANDIDATE,0.0220,0.3080,-0.0220,3.28,7.500e-01,-3.800e-01
K03947.01,,FALSE POSITIVE,FALSE POSITIVE,1.2720,3.4170,-0.1050,35.74,0.000e+00,0.000e+00
K03947.02,,FALSE POSITIVE,FALSE POSITIVE,0.6650,0.0160,-0.4730,5.07,0.000e+00,0.000e+00
K03948.01,,FALSE POSITIVE,FALSE POSITIVE,1.2640,0.0800,-0.0560,48.79,1.385e+01,-5.910e+00
K03949.01,,FALSE POSITIVE,FALSE POSITIVE,0.0780,0.3740,-0.0780,1.08,1.200e-01,-1.100e-01
K00562.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00364.01,,CANDIDATE,CANDIDATE,,,,,,
K00879.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00885.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00589.01,,FALSE POSITIVE,FALSE POSITIVE,0.0012,0.1137,-0.0010,0.93,4.000e-01,-6.000e-02
K00594.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00962.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00973.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01026.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01027.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01131.01,,FALSE POSITIVE,FALSE POSITIVE,1.2190,0.1960,-0.0810,28.44,3.250e+00,-2.660e+00
K01137.01,,FALSE POSITIVE,FALSE POSITIVE,1.1340,0.3060,-0.1320,40.73,3.420e+00,-2.750e+00
K01411.01,,CANDIDATE,CANDIDATE,0.6950,0.0470,-0.3750,7.82,1.250e+00,-8.400e-01
K01744.01,,FALSE POSITIVE,FALSE POSITIVE,1.2010,0.5080,-0.1750,20.41,4.680e+00,-3.110e+00
K01740.01,,FALSE POSITIVE,FALSE POSITIVE,0.2010,0.0300,0.0000,30.77,2.710e+00,-2.700e+00
K01918.01,,FALSE POSITIVE,FALSE POSITIVE,0.9620,0.0130,-0.0120,12.62,3.650e+00,-9.100e+00
K01748.01,,FALSE POSITIVE,FALSE POSITIVE,0.8180,6.4700,-0.0580,24.15,6.610e+00,-2.840e+00
K01943.01,Kepler-1676 b,CONFIRMED,CANDIDATE,0.3800,0.0770,-0.3800,3.09,6.700e-01,-8.900e-01
K07815.01,,FALSE POSITIVE,FALSE POSITIVE,0.0790,0.4060,-0.0790,0.71,1.400e-01,-2.300e-01
K02262.01,,FALSE POSITIVE,FALSE POSITIVE,1.1710,69.6500,-0.1720,19.64,5.770e+00,-2.650e+00
K02267.01,,FALSE POSITIVE,FALSE POSITIVE,0.4320,0.0400,-0.4320,1.46,4.200e-01,-1.400e-01
K02268.01,,FALSE POSITIVE,FALSE POSITIVE,0.5719,0.3388,-0.3610,1.21,4.000e-01,-4.500e-01
K02270.01,,FALSE POSITIVE,FALSE POSITIVE,0.3750,0.0760,-0.3750,2.29,4.400e-01,-7.600e-01
K02275.01,,FALSE POSITIVE,FALSE POSITIVE,0.8890,0.0460,-0.6560,1.41,4.800e-01,-1.500e-01
K07825.01,,FALSE POSITIVE,FALSE POSITIVE,0.2430,0.2440,-0.2430,0.59,1.700e-01,-6.000e-02
